timestamp,z
1759998201.8776326,-0.085
1759998201.928217,0.043
1759998201.928217,0.959
1759998201.928217,0.883
1759998201.977781,-0.077
1759998201.977781,0.791
1759998201.977781,-0.045
1759998202.0277295,-0.062
1759998202.0277295,0.893
1759998202.0277295,0.831
1759998202.0277295,1.458
1759998202.0777385,-0.074
1759998202.0777385,0.862
1759998202.0777385,0.754
1759998202.1281266,-0.037
1759998202.1281266,0.858
1759998202.1281266,0.769
1759998202.178139,-0.032
1759998202.178139,0.952
1759998202.178139,0.873
1759998202.228143,-0.046
1759998202.228143,0.844
1759998202.228143,0.764
1759998202.2778563,-0.044
1759998202.2778563,0.81
1759998202.2778563,0.731
1759998202.3278694,-0.043
1759998202.3278694,0.795
1759998202.3278694,0.711
1759998202.3278694,0.131
1759998202.3278694,0.086
1759998202.3779845,-0.06
1759998202.3779845,0.87
1759998202.3779845,0.788
1759998202.3779845,0.309
1759998202.4280326,-0.033
1759998202.4280326,0.886
1759998202.4280326,0.631
1759998202.4280326,-0.118
1759998202.4777617,-0.045
1759998202.4777617,-0.996
1759998202.4777617,0.852
1759998202.4777617,0.763
1759998202.4777617,0.432
1759998202.5277555,-0.059
1759998202.5277555,0.875
1759998202.5277555,0.772
1759998202.5277555,-0.007
1759998202.578016,-0.051
1759998202.578016,0.905
1759998202.578016,0.802
1759998202.578016,0.432
1759998202.578016,-0.204
1759998202.6291487,-0.048
1759998202.6291487,-0.964
1759998202.6291487,0.873
1759998202.6291487,0.785
1759998202.6291487,-0.036
1759998202.6795945,-0.052
1759998202.6795945,0.887
1759998202.6795945,0.798
1759998202.6795945,-0.228
1759998202.6795945,-0.992
1759998202.728733,-0.049
1759998202.728733,-0.671
1759998202.728733,0.89
1759998202.728733,0.801
1759998202.728733,0.003
1759998202.728733,-0.69
1759998202.7787035,-0.054
1759998202.7787035,-0.916
1759998202.7787035,0.866
1759998202.7787035,0.774
1759998202.7787035,-0.002
1759998202.8282309,-0.05
1759998202.8282309,0.846
1759998202.8282309,0.752
1759998202.8282309,0.421
1759998202.8282309,0.655
1759998202.8778105,-0.054
1759998202.8778105,0.878
1759998202.8778105,0.776
1759998202.8778105,0.405
1759998202.9277363,-0.049
1759998202.9277363,0.877
1759998202.9277363,0.788
1759998202.9277363,0.664
1759998202.9277363,0.436
1759998202.978051,-0.046
1759998202.978051,0.832
1759998202.978051,0.744
1759998202.978051,0.208
1759998203.0279434,-0.043
1759998203.0279434,0.876
1759998203.0279434,0.784
1759998203.0279434,0.378
1759998203.0779364,-0.044
1759998203.0779364,0.869
1759998203.0779364,0.782
1759998203.0779364,-0.475
1759998203.1281362,-0.045
1759998203.1281362,0.888
1759998203.1281362,0.807
1759998203.1281362,0.262
1759998203.1784475,-0.046
1759998203.1784475,0.9
1759998203.1784475,0.824
1759998203.1784475,0.115
1759998203.2284071,-0.047
1759998203.2284071,0.891
1759998203.2284071,0.806
1759998203.2284071,0.003
1759998203.2780702,-0.049
1759998203.2780702,0.89
1759998203.2780702,0.81
1759998203.2780702,0.086
1759998203.3280482,-0.051
1759998203.3280482,0.894
1759998203.3280482,0.805
1759998203.3280482,-0.26
1759998203.3280482,-0.048
1759998203.3780005,-0.049
1759998203.3780005,0.838
1759998203.3780005,0.751
1759998203.3780005,0.184
1759998203.3780005,-0.044
1759998203.4277556,-0.049
1759998203.4277556,0.89
1759998203.4277556,0.806
1759998203.4277556,0.021
1759998203.4277556,0.085
1759998203.4775581,-0.05
1759998203.4775581,0.875
1759998203.4775581,0.796
1759998203.4775581,0.217
1759998203.4775581,-0.045
1759998203.527534,-0.051
1759998203.527534,0.868
1759998203.527534,0.789
1759998203.527534,0.077
1759998203.5775185,-0.049
1759998203.5775185,0.871
1759998203.5775185,0.792
1759998203.5775185,0.325
1759998203.6277518,-0.046
1759998203.6277518,0.877
1759998203.6277518,0.801
1759998203.6277518,0.297
1759998203.6277518,0.228
1759998203.6787117,-0.052
1759998203.6787117,0.867
1759998203.6787117,0.78
1759998203.6787117,0.664
1759998203.6787117,-0.124
1759998203.7289739,-0.048
1759998203.7289739,0.857
1759998203.7289739,0.772
1759998203.7289739,0.635
1759998203.778738,-0.049
1759998203.778738,0.851
1759998203.778738,0.762
1759998203.778738,1.044
1759998203.778738,-0.171
1759998203.8284204,-0.05
1759998203.8284204,0.86
1759998203.8284204,0.765
1759998203.8284204,0.639
1759998203.8284204,0.128
1759998203.8780499,-0.05
1759998203.8780499,0.845
1759998203.8780499,0.752
1759998203.8780499,0.721
1759998203.8780499,-0.037
1759998203.9288757,-0.053
1759998203.9288757,0.847
1759998203.9288757,0.754
1759998203.9288757,0.31
1759998203.9288757,0.092
1759998203.978598,-0.052
1759998203.978598,0.857
1759998203.978598,0.764
1759998203.978598,0.071
1759998203.978598,0.033
1759998204.0283985,-0.049
1759998204.0283985,0.857
1759998204.0283985,0.761
1759998204.0283985,0.055
1759998204.0784764,-0.054
1759998204.0784764,0.86
1759998204.0784764,0.767
1759998204.0784764,0.198
1759998204.128442,-0.052
1759998204.128442,0.859
1759998204.128442,0.761
1759998204.128442,0.286
1759998204.1788492,-0.055
1759998204.1788492,-0.786
1759998204.1788492,0.859
1759998204.1788492,0.767
1759998204.1788492,-0.035
1759998204.1788492,1.79
1759998204.2285821,-0.053
1759998204.2285821,0.858
1759998204.2285821,0.766
1759998204.2285821,-0.013
1759998204.2783155,-0.052
1759998204.2783155,0.839
1759998204.2783155,0.736
1759998204.2783155,0.241
1759998204.2783155,0.131
1759998204.3283448,-0.052
1759998204.3283448,0.853
1759998204.3283448,0.754
1759998204.3283448,0.134
1759998204.378369,-0.052
1759998204.378369,0.861
1759998204.378369,0.77
1759998204.378369,0.335
1759998204.4285,-0.052
1759998204.4285,0.842
1759998204.4285,0.746
1759998204.4285,-0.18
1759998204.4285,0.023
1759998204.4785025,-0.051
1759998204.4785025,0.856
1759998204.4785025,0.764
1759998204.4785025,0.048
1759998204.4785025,-0.078
1759998204.5283277,-0.051
1759998204.5283277,0.847
1759998204.5283277,0.76
1759998204.5283277,0.204
1759998204.5283277,-0.443
1759998204.5780315,-0.048
1759998204.5780315,0.864
1759998204.5780315,0.778
1759998204.5780315,0.096
1759998204.5780315,-0.379
1759998204.6284657,-0.051
1759998204.6284657,0.856
1759998204.6284657,0.772
1759998204.6284657,0.079
1759998204.6284657,-0.14
1759998204.678225,-0.05
1759998204.678225,0.88
1759998204.678225,0.801
1759998204.678225,0.338
1759998204.728383,-0.053
1759998204.728383,0.86
1759998204.728383,0.777
1759998204.728383,0.026
1759998204.728383,-0.723
1759998204.7784755,-0.047
1759998204.7784755,0.874
1759998204.7784755,0.789
1759998204.7784755,0.273
1759998204.8284214,-0.048
1759998204.8284214,0.863
1759998204.8284214,0.784
1759998204.8284214,0.162
1759998204.878322,-0.048
1759998204.878322,0.868
1759998204.878322,0.792
1759998204.878322,0.066
1759998204.878322,-0.397
1759998204.9282916,-0.049
1759998204.9282916,0.87
1759998204.9282916,0.792
1759998204.9282916,0.113
1759998204.978222,-0.047
1759998204.978222,0.864
1759998204.978222,0.783
1759998204.978222,0.068
1759998204.978222,-0.127
1759998205.0280304,-0.046
1759998205.0280304,0.873
1759998205.0280304,0.791
1759998205.0280304,0.176
1759998205.0280304,-0.052
1759998205.0778708,-0.045
1759998205.0778708,0.86
1759998205.0778708,0.776
1759998205.0778708,0.17
1759998205.1284268,-0.049
1759998205.1284268,0.879
1759998205.1284268,0.8
1759998205.1284268,0.262
1759998205.179813,-0.047
1759998205.179813,0.877
1759998205.179813,0.796
1759998205.179813,0.377
1759998205.2288916,-0.046
1759998205.2288916,0.878
1759998205.2288916,0.798
1759998205.2288916,0.092
1759998205.2288916,-0.187
1759998205.2786906,-0.049
1759998205.2786906,0.871
1759998205.2786906,0.789
1759998205.2786906,0.261
1759998205.2786906,-0.415
1759998205.3284822,-0.049
1759998205.3284822,0.855
1759998205.3284822,0.765
1759998205.3284822,-0.004
1759998205.3284822,-0.18
1759998205.3783855,-0.052
1759998205.3783855,0.857
1759998205.3783855,0.765
1759998205.3783855,0.303
1759998205.3783855,-0.162
1759998205.4282093,-0.049
1759998205.4282093,0.875
1759998205.4282093,0.787
1759998205.4282093,0.134
1759998205.4782913,-0.051
1759998205.4782913,0.878
1759998205.4782913,0.783
1759998205.4782913,0.288
1759998205.52847,-0.053
1759998205.52847,0.915
1759998205.52847,0.822
1759998205.52847,0.153
1759998205.5783045,-0.053
1759998205.5783045,0.868
1759998205.5783045,0.779
1759998205.5783045,0.285
1759998205.5783045,-0.423
1759998205.6284013,-0.055
1759998205.6284013,0.862
1759998205.6284013,0.768
1759998205.6284013,0.242
1759998205.6784546,-0.051
1759998205.6784546,0.888
1759998205.6784546,0.791
1759998205.6784546,0.147
1759998205.6784546,0.588
1759998205.6784546,-0.383
1759998205.728596,-0.052
1759998205.728596,0.825
1759998205.728596,0.733
1759998205.728596,0.067
1759998205.7784889,-0.054
1759998205.7784889,0.834
1759998205.7784889,0.739
1759998205.7784889,0.156
1759998205.7784889,-0.876
1759998205.8282485,-0.049
1759998205.8282485,0.855
1759998205.8282485,0.763
1759998205.8282485,0.067
1759998205.8282485,-0.091
1759998205.8783207,-0.05
1759998205.8783207,0.85
1759998205.8783207,0.761
1759998205.8783207,0.243
1759998205.8783207,0.567
1759998205.9286337,-0.05
1759998205.9286337,0.82
1759998205.9286337,0.732
1759998205.9286337,-0.655
1759998205.9286337,0.209
1759998205.9286337,-0.965
1759998205.9783251,-0.051
1759998205.9783251,0.883
1759998205.9783251,0.796
1759998205.9783251,0.196
1759998206.0283792,-0.049
1759998206.0283792,0.855
1759998206.0283792,0.774
1759998206.0283792,0.033
1759998206.0790513,-0.049
1759998206.0790513,0.863
1759998206.0790513,0.777
1759998206.0790513,0.388
1759998206.0790513,-0.34
1759998206.1279147,-0.047
1759998206.1279147,0.865
1759998206.1279147,0.779
1759998206.1279147,0.209
1759998206.178628,-0.05
1759998206.178628,0.871
1759998206.178628,0.782
1759998206.178628,-0.709
1759998206.178628,0.26
1759998206.178628,0.771
1759998206.178628,0.228
1759998206.178628,0.58
1759998206.178628,0.057
1759998206.2283504,-0.045
1759998206.2283504,0.878
1759998206.2283504,0.792
1759998206.2283504,0.352
1759998206.2783165,-0.045
1759998206.2783165,0.867
1759998206.2783165,0.781
1759998206.2783165,1.851
1759998206.2783165,0.387
1759998206.2783165,-0.108
1759998206.3283215,-0.048
1759998206.3283215,0.862
1759998206.3283215,0.781
1759998206.3283215,-0.004
1759998206.3781064,-0.045
1759998206.3781064,0.871
1759998206.3781064,0.787
1759998206.3781064,0.279
1759998206.3781064,-0.108
1759998206.428017,-0.047
1759998206.428017,0.869
1759998206.428017,0.79
1759998206.428017,0.148
1759998206.4778569,-0.049
1759998206.4778569,0.867
1759998206.4778569,0.789
1759998206.4778569,0.084
1759998206.527786,-0.047
1759998206.527786,0.856
1759998206.527786,0.774
1759998206.527786,0.297
1759998206.5779896,-0.049
1759998206.5779896,0.876
1759998206.5779896,0.79
1759998206.5779896,0.049
1759998206.628029,-0.047
1759998206.628029,0.862
1759998206.628029,0.772
1759998206.628029,0.311
1759998206.678347,-0.051
1759998206.678347,0.859
1759998206.678347,0.768
1759998206.678347,0.334
1759998206.7277277,-0.055
1759998206.7277277,0.863
1759998206.7277277,0.772
1759998206.7277277,0.272
1759998206.777684,-0.053
1759998206.777684,0.866
1759998206.777684,0.774
1759998206.777684,-0.485
1759998206.777684,-0.735
1759998206.777684,0.307
1759998206.8273566,-0.052
1759998206.8273566,0.864
1759998206.8273566,0.772
1759998206.8273566,0.172
1759998206.8273566,-0.201
1759998206.8782704,-0.053
1759998206.8782704,0.866
1759998206.8782704,0.774
1759998206.8782704,0.145
1759998206.9282517,-0.052
1759998206.9282517,0.843
1759998206.9282517,0.748
1759998206.9282517,0.138
1759998206.97835,-0.054
1759998206.97835,0.865
1759998206.97835,0.772
1759998206.97835,0.068
1759998207.028376,-0.051
1759998207.028376,0.856
1759998207.028376,0.761
1759998207.028376,0.162
1759998207.0785143,-0.054
1759998207.0785143,0.852
1759998207.0785143,0.757
1759998207.0785143,0.217
1759998207.0785143,-0.371
1759998207.1286247,-0.055
1759998207.1286247,0.851
1759998207.1286247,0.752
1759998207.1286247,0.085
1759998207.1286247,0.451
1759998207.1785874,-0.055
1759998207.1785874,0.865
1759998207.1785874,0.772
1759998207.1785874,0.183
1759998207.22842,-0.049
1759998207.22842,0.876
1759998207.22842,0.777
1759998207.22842,0.228
1759998207.22842,-0.137
1759998207.2781572,-0.051
1759998207.2781572,0.866
1759998207.2781572,0.773
1759998207.2781572,0.182
1759998207.2781572,1.523
1759998207.3277555,-0.049
1759998207.3277555,0.861
1759998207.3277555,0.772
1759998207.3277555,0.035
1759998207.3277555,0.164
1759998207.3779082,-0.049
1759998207.3779082,0.858
1759998207.3779082,0.771
1759998207.3779082,0.334
1759998207.4286435,-0.044
1759998207.4286435,0.857
1759998207.4286435,0.768
1759998207.4286435,0.158
1759998207.4286435,0.521
1759998207.4286435,0.301
1759998207.4784675,-0.045
1759998207.4784675,0.865
1759998207.4784675,0.782
1759998207.4784675,0.114
1759998207.52824,-0.043
1759998207.52824,0.861
1759998207.52824,0.774
1759998207.52824,0.193
1759998207.5782394,-0.041
1759998207.5782394,0.864
1759998207.5782394,0.78
1759998207.5782394,0.182
1759998207.5782394,-0.829
1759998207.5782394,-0.883
1759998207.627779,-0.044
1759998207.627779,0.861
1759998207.627779,0.774
1759998207.627779,0.116
1759998207.6783118,-0.044
1759998207.6783118,0.881
1759998207.6783118,0.795
1759998207.6783118,0.174
1759998207.7284496,-0.048
1759998207.7284496,0.865
1759998207.7284496,0.785
1759998207.7284496,0.222
1759998207.778297,-0.043
1759998207.778297,0.864
1759998207.778297,0.786
1759998207.778297,0.049
1759998207.778297,-0.906
1759998207.8284488,-0.043
1759998207.8284488,0.853
1759998207.8284488,0.766
1759998207.8284488,0.092
1759998207.8783245,-0.046
1759998207.8783245,0.87
1759998207.8783245,0.783
1759998207.8783245,0.171
1759998207.9284039,-0.045
1759998207.9284039,0.856
1759998207.9284039,0.767
1759998207.9284039,0.145
1759998207.9284039,0.684
1759998207.9284039,0.57
1759998207.978318,-0.046
1759998207.978318,0.864
1759998207.978318,0.78
1759998207.978318,0.224
1759998207.978318,0.422
1759998208.0281644,-0.044
1759998208.0281644,0.865
1759998208.0281644,0.777
1759998208.0281644,0.156
1759998208.0784342,-0.047
1759998208.0784342,0.87
1759998208.0784342,0.782
1759998208.0784342,0.114
1759998208.128514,-0.045
1759998208.128514,0.869
1759998208.128514,0.785
1759998208.128514,0.073
1759998208.1785972,-0.047
1759998208.1785972,0.861
1759998208.1785972,0.77
1759998208.1785972,0.169
1759998208.1785972,-0.641
1759998208.2283416,-0.044
1759998208.2283416,0.859
1759998208.2283416,0.771
1759998208.2283416,0.224
1759998208.2782571,-0.048
1759998208.2782571,0.856
1759998208.2782571,0.76
1759998208.2782571,0.208
1759998208.2782571,-0.332
1759998208.2782571,-0.481
1759998208.328678,-0.051
1759998208.328678,0.861
1759998208.328678,0.763
1759998208.328678,0.14
1759998208.3787036,-0.049
1759998208.3787036,0.869
1759998208.3787036,0.778
1759998208.3787036,0.186
1759998208.4279184,-0.048
1759998208.4279184,0.854
1759998208.4279184,0.755
1759998208.4279184,0.139
1759998208.477778,-0.048
1759998208.477778,0.842
1759998208.477778,0.748
1759998208.477778,0.172
1759998208.5283523,-0.045
1759998208.5283523,0.846
1759998208.5283523,0.749
1759998208.5283523,0.276
1759998208.5283523,-0.398
1759998208.5283523,0.8
1759998208.578302,-0.048
1759998208.578302,0.857
1759998208.578302,0.764
1759998208.578302,0.198
1759998208.6281328,-0.046
1759998208.6281328,0.863
1759998208.6281328,0.77
1759998208.6281328,0.165
1759998208.677917,-0.046
1759998208.677917,0.843
1759998208.677917,0.749
1759998208.677917,0.209
1759998208.7281356,-0.046
1759998208.7281356,0.853
1759998208.7281356,0.757
1759998208.7281356,0.155
1759998208.7782454,-0.043
1759998208.7782454,0.862
1759998208.7782454,0.773
1759998208.7782454,0.174
1759998208.8283546,-0.043
1759998208.8283546,0.843
1759998208.8283546,0.749
1759998208.8283546,0.103
1759998208.8783772,-0.042
1759998208.8783772,0.857
1759998208.8783772,0.768
1759998208.8783772,0.109
1759998208.9282176,-0.045
1759998208.9282176,0.845
1759998208.9282176,0.762
1759998208.9282176,0.156
1759998208.9783256,-0.041
1759998208.9783256,0.863
1759998208.9783256,0.775
1759998208.9783256,0.13
1759998209.0281081,-0.039
1759998209.0281081,0.855
1759998209.0281081,0.774
1759998209.0281081,0.189
1759998209.0781739,-0.042
1759998209.0781739,0.863
1759998209.0781739,0.772
1759998209.0781739,0.182
1759998209.1284251,-0.038
1759998209.1284251,0.862
1759998209.1284251,0.78
1759998209.1284251,0.159
1759998209.1284251,-0.776
1759998209.178342,-0.042
1759998209.178342,0.864
1759998209.178342,0.775
1759998209.178342,0.178
1759998209.2278593,-0.043
1759998209.2278593,0.87
1759998209.2278593,0.783
1759998209.2278593,0.201
1759998209.278113,-0.04
1759998209.278113,0.872
1759998209.278113,0.79
1759998209.278113,0.146
1759998209.278113,0.297
1759998209.3281693,-0.044
1759998209.3281693,0.859
1759998209.3281693,0.769
1759998209.3281693,0.169
1759998209.3782403,-0.043
1759998209.3782403,0.858
1759998209.3782403,0.769
1759998209.3782403,0.132
1759998209.428204,-0.042
1759998209.428204,0.857
1759998209.428204,0.767
1759998209.428204,0.162
1759998209.4782982,-0.044
1759998209.4782982,0.855
1759998209.4782982,0.769
1759998209.4782982,0.126
1759998209.5280168,-0.047
1759998209.5280168,0.871
1759998209.5280168,0.779
1759998209.5280168,0.162
1759998209.5280168,-0.254
1759998209.578219,-0.047
1759998209.578219,0.863
1759998209.578219,0.776
1759998209.578219,0.138
1759998209.6277192,-0.05
1759998209.6277192,0.863
1759998209.6277192,0.772
1759998209.6277192,0.187
1759998209.6277192,-0.765
1759998209.6784413,-0.045
1759998209.6784413,0.854
1759998209.6784413,0.758
1759998209.6784413,0.226
1759998209.7282388,-0.046
1759998209.7282388,0.86
1759998209.7282388,0.768
1759998209.7282388,0.147
1759998209.7778697,-0.046
1759998209.7778697,0.862
1759998209.7778697,0.77
1759998209.7778697,0.152
1759998209.8274448,-0.047
1759998209.8274448,0.862
1759998209.8274448,0.772
1759998209.8274448,0.26
1759998209.8774838,-0.046
1759998209.8774838,0.857
1759998209.8774838,0.764
1759998209.8774838,0.154
1759998209.9276042,-0.047
1759998209.9276042,0.861
1759998209.9276042,0.764
1759998209.9276042,0.157
1759998209.9776213,-0.046
1759998209.9776213,0.861
1759998209.9776213,0.769
1759998209.9776213,0.184
1759998210.0285385,-0.047
1759998210.0285385,0.842
1759998210.0285385,0.751
1759998210.0285385,0.187
1759998210.0285385,-0.874
1759998210.0784488,-0.044
1759998210.0784488,0.853
1759998210.0784488,0.765
1759998210.0784488,0.217
1759998210.1286922,-0.043
1759998210.1286922,0.861
1759998210.1286922,0.77
1759998210.1286922,0.189
1759998210.1786318,-0.045
1759998210.1786318,0.843
1759998210.1786318,0.751
1759998210.1786318,0.143
1759998210.228504,-0.045
1759998210.228504,0.856
1759998210.228504,0.766
1759998210.228504,0.191
1759998210.279319,-0.042
1759998210.279319,0.851
1759998210.279319,0.762
1759998210.279319,0.175
1759998210.3283439,-0.045
1759998210.3283439,0.853
1759998210.3283439,0.763
1759998210.3283439,0.198
1759998210.3773267,-0.048
1759998210.3773267,0.855
1759998210.3773267,0.768
1759998210.3773267,0.172
1759998210.4284823,-0.042
1759998210.4284823,0.865
1759998210.4284823,0.777
1759998210.4284823,0.148
1759998210.4788282,-0.042
1759998210.4788282,0.861
1759998210.4788282,0.773
1759998210.4788282,0.139
1759998210.5284967,-0.044
1759998210.5284967,0.855
1759998210.5284967,0.769
1759998210.5284967,0.148
1759998210.5284967,-0.37
1759998210.5787897,-0.044
1759998210.5787897,0.844
1759998210.5787897,0.76
1759998210.5787897,0.248
1759998210.6283417,-0.045
1759998210.6283417,0.855
1759998210.6283417,0.771
1759998210.6283417,0.131
1759998210.6779742,-0.045
1759998210.6779742,0.862
1759998210.6779742,0.776
1759998210.6779742,0.165
1759998210.72919,-0.045
1759998210.72919,0.869
1759998210.72919,0.774
1759998210.72919,0.154
1759998210.7782383,-0.046
1759998210.7782383,0.861
1759998210.7782383,0.766
1759998210.7782383,0.213
1759998210.828265,-0.046
1759998210.828265,0.866
1759998210.828265,0.774
1759998210.828265,0.152
1759998210.8782094,-0.042
1759998210.8782094,0.853
1759998210.8782094,0.761
1759998210.8782094,0.241
1759998210.9275541,-0.045
1759998210.9275541,0.865
1759998210.9275541,0.773
1759998210.9275541,0.137
1759998210.9784968,-0.047
1759998210.9784968,0.867
1759998210.9784968,0.778
1759998210.9784968,0.174
1759998211.0277038,-0.045
1759998211.0277038,0.866
1759998211.0277038,0.772
1759998211.0277038,0.107
1759998211.0777006,-0.044
1759998211.0777006,0.869
1759998211.0777006,0.778
1759998211.0777006,0.207
1759998211.128471,-0.048
1759998211.128471,0.848
1759998211.128471,0.755
1759998211.128471,0.206
1759998211.1784697,-0.047
1759998211.1784697,0.861
1759998211.1784697,0.763
1759998211.1784697,0.075
1759998211.2283533,-0.046
1759998211.2283533,0.872
1759998211.2283533,0.774
1759998211.2283533,0.229
1759998211.278258,-0.044
1759998211.278258,0.866
1759998211.278258,0.768
1759998211.278258,0.248
1759998211.327955,-0.045
1759998211.327955,0.858
1759998211.327955,0.759
1759998211.327955,0.046
1759998211.3781059,-0.045
1759998211.3781059,0.858
1759998211.3781059,0.762
1759998211.3781059,0.241
1759998211.4282393,-0.047
1759998211.4282393,0.863
1759998211.4282393,0.77
1759998211.4282393,0.169
1759998211.4777236,-0.047
1759998211.4777236,0.858
1759998211.4777236,0.764
1759998211.4777236,0.2
1759998211.5278254,-0.044
1759998211.5278254,0.845
1759998211.5278254,0.752
1759998211.5278254,0.12
1759998211.5778315,-0.044
1759998211.5778315,0.87
1759998211.5778315,0.779
1759998211.5778315,0.174
1759998211.6278203,-0.042
1759998211.6278203,0.869
1759998211.6278203,0.774
1759998211.6278203,0.134
1759998211.6776552,-0.042
1759998211.6776552,0.869
1759998211.6776552,0.781
1759998211.6776552,0.147
1759998211.72815,-0.04
1759998211.72815,0.873
1759998211.72815,0.787
1759998211.72815,0.104
1759998211.72815,-0.714
1759998211.7782104,-0.041
1759998211.7782104,0.865
1759998211.7782104,0.789
1759998211.7782104,0.204
1759998211.8279734,-0.042
1759998211.8279734,0.87
1759998211.8279734,0.782
1759998211.8279734,0.187
1759998211.8279734,1.874
1759998211.8778675,-0.04
1759998211.8778675,0.856
1759998211.8778675,0.767
1759998211.8778675,0.216
1759998211.9275765,-0.04
1759998211.9275765,0.86
1759998211.9275765,0.771
1759998211.9275765,0.182
1759998211.9779482,-0.04
1759998211.9779482,0.861
1759998211.9779482,0.772
1759998211.9779482,0.186
1759998212.0273771,-0.038
1759998212.0273771,0.865
1759998212.0273771,0.777
1759998212.0273771,0.123
1759998212.0775378,-0.036
1759998212.0775378,0.864
1759998212.0775378,0.775
1759998212.0775378,0.183
1759998212.1275187,-0.038
1759998212.1275187,0.839
1759998212.1275187,0.747
1759998212.1275187,0.174
1759998212.1275187,1.582
1759998212.178347,-0.038
1759998212.178347,0.843
1759998212.178347,0.757
1759998212.178347,0.177
1759998212.2277732,-0.037
1759998212.2277732,0.861
1759998212.2277732,0.771
1759998212.2277732,0.173
1759998212.278206,-0.04
1759998212.278206,0.868
1759998212.278206,0.78
1759998212.278206,0.127
1759998212.327578,-0.039
1759998212.327578,0.865
1759998212.327578,0.774
1759998212.327578,0.148
1759998212.3779042,-0.042
1759998212.3779042,0.854
1759998212.3779042,0.76
1759998212.3779042,0.179
1759998212.4278476,-0.038
1759998212.4278476,0.853
1759998212.4278476,0.761
1759998212.4278476,0.133
1759998212.47763,-0.04
1759998212.47763,0.865
1759998212.47763,0.773
1759998212.47763,0.194
1759998212.5280879,-0.043
1759998212.5280879,0.853
1759998212.5280879,0.759
1759998212.5280879,0.154
1759998212.5779672,-0.044
1759998212.5779672,0.866
1759998212.5779672,0.767
1759998212.5779672,0.144
1759998212.627807,-0.046
1759998212.627807,0.863
1759998212.627807,0.767
1759998212.627807,0.141
1759998212.6778789,-0.043
1759998212.6778789,0.883
1759998212.6778789,0.791
1759998212.6778789,0.178
1759998212.7279804,-0.045
1759998212.7279804,0.86
1759998212.7279804,0.766
1759998212.7279804,0.131
1759998212.777704,-0.047
1759998212.777704,0.862
1759998212.777704,0.769
1759998212.777704,0.145
1759998212.8276715,-0.045
1759998212.8276715,0.854
1759998212.8276715,0.762
1759998212.8276715,0.252
1759998212.8774323,-0.044
1759998212.8774323,0.868
1759998212.8774323,0.775
1759998212.8774323,0.172
1759998212.927437,-0.042
1759998212.927437,0.857
1759998212.927437,0.764
1759998212.927437,0.161
1759998212.9778745,-0.043
1759998212.9778745,0.866
1759998212.9778745,0.776
1759998212.9778745,0.129
1759998213.027497,-0.046
1759998213.027497,0.875
1759998213.027497,0.793
1759998213.027497,0.169
1759998213.0780444,-0.046
1759998213.0780444,0.866
1759998213.0780444,0.782
1759998213.0780444,0.156
1759998213.1282432,-0.045
1759998213.1282432,0.859
1759998213.1282432,0.779
1759998213.1282432,0.158
1759998213.1784184,-0.042
1759998213.1784184,0.869
1759998213.1784184,0.788
1759998213.1784184,0.12
1759998213.2282953,-0.045
1759998213.2282953,0.864
1759998213.2282953,0.788
1759998213.2282953,0.181
1759998213.2782214,-0.046
1759998213.2782214,0.864
1759998213.2782214,0.783
1759998213.2782214,0.21
1759998213.3278549,-0.041
1759998213.3278549,0.881
1759998213.3278549,0.801
1759998213.3278549,0.16
1759998213.3278549,0.256
1759998213.3783126,-0.041
1759998213.3783126,0.865
1759998213.3783126,0.784
1759998213.3783126,0.155
1759998213.4283595,-0.043
1759998213.4283595,0.876
1759998213.4283595,0.792
1759998213.4283595,0.181
1759998213.477965,-0.044
1759998213.477965,0.872
1759998213.477965,0.796
1759998213.477965,0.197
1759998213.5281756,-0.046
1759998213.5281756,0.872
1759998213.5281756,0.784
1759998213.5281756,0.183
1759998213.5782073,-0.044
1759998213.5782073,0.861
1759998213.5782073,0.774
1759998213.5782073,0.175
1759998213.6282036,-0.045
1759998213.6282036,0.868
1759998213.6282036,0.783
1759998213.6282036,0.114
1759998213.678397,-0.046
1759998213.678397,0.864
1759998213.678397,0.775
1759998213.678397,0.212
1759998213.7282612,-0.047
1759998213.7282612,0.859
1759998213.7282612,0.776
1759998213.7282612,0.116
1759998213.7779539,-0.048
1759998213.7779539,0.868
1759998213.7779539,0.777
1759998213.7779539,0.198
1759998213.8279698,-0.045
1759998213.8279698,0.866
1759998213.8279698,0.783
1759998213.8279698,0.139
1759998213.8279698,-0.732
1759998213.8783228,-0.047
1759998213.8783228,0.86
1759998213.8783228,0.768
1759998213.8783228,0.182
1759998213.9281802,-0.049
1759998213.9281802,0.858
1759998213.9281802,0.765
1759998213.9281802,0.133
1759998213.9782393,-0.046
1759998213.9782393,0.858
1759998213.9782393,0.771
1759998213.9782393,0.206
1759998214.0284674,-0.049
1759998214.0284674,0.863
1759998214.0284674,0.771
1759998214.0284674,0.157
1759998214.0784562,-0.047
1759998214.0784562,0.861
1759998214.0784562,0.773
1759998214.0784562,0.184
1759998214.1284409,-0.047
1759998214.1284409,0.863
1759998214.1284409,0.773
1759998214.1284409,0.182
1759998214.1785607,-0.046
1759998214.1785607,0.863
1759998214.1785607,0.773
1759998214.1785607,0.139
1759998214.2285545,-0.045
1759998214.2285545,0.857
1759998214.2285545,0.769
1759998214.2285545,0.211
1759998214.2285545,-0.649
1759998214.2285545,-0.929
1759998214.2285545,1.948
