timestamp,x
1759998189.180336,9.628
1759998189.180336,9.6
1759998189.180336,16.594
1759998189.229234,5.775
1759998189.229234,9.628
1759998189.229234,9.601
1759998189.229234,16.594
1759998189.2789538,5.774
1759998189.2789538,9.627
1759998189.2789538,9.599
1759998189.2789538,16.594
1759998189.3290427,5.774
1759998189.3290427,9.627
1759998189.3290427,9.599
1759998189.3290427,16.594
1759998189.3790162,5.774
1759998189.3790162,9.628
1759998189.3790162,9.6
1759998189.3790162,16.594
1759998189.4295185,5.774
1759998189.4295185,9.628
1759998189.4295185,9.6
1759998189.4295185,16.594
1759998189.4795613,5.774
1759998189.4795613,9.628
1759998189.4795613,9.601
1759998189.4795613,16.594
1759998189.5291734,5.774
1759998189.5291734,9.628
1759998189.5291734,9.599
1759998189.5291734,16.594
1759998189.5788147,5.774
1759998189.5788147,9.629
1759998189.5788147,9.6
1759998189.5788147,16.594
1759998189.6285086,5.774
1759998189.6285086,9.627
1759998189.6285086,9.599
1759998189.6285086,16.593
1759998189.6788228,5.774
1759998189.6788228,9.628
1759998189.6788228,9.599
1759998189.6788228,16.593
1759998189.7290313,5.774
1759998189.7290313,9.628
1759998189.7290313,9.6
1759998189.7290313,16.594
1759998189.7788236,5.774
1759998189.7788236,9.629
1759998189.7788236,9.601
1759998189.7788236,16.594
1759998189.8289862,5.774
1759998189.8289862,9.628
1759998189.8289862,9.6
1759998189.8289862,16.594
1759998189.879564,5.774
1759998189.879564,9.627
1759998189.879564,9.598
1759998189.879564,16.594
1759998189.9302378,5.775
1759998189.9302378,9.628
1759998189.9302378,9.599
1759998189.9302378,16.594
1759998189.979908,5.775
1759998189.979908,9.626
1759998189.979908,9.597
1759998189.979908,16.593
1759998190.0291128,5.775
1759998190.0291128,9.625
1759998190.0291128,9.596
1759998190.0291128,16.595
1759998190.0788412,5.775
1759998190.0788412,9.625
1759998190.0788412,9.597
1759998190.0788412,16.594
1759998190.129475,5.774
1759998190.129475,9.627
1759998190.129475,9.598
1759998190.129475,16.594
1759998190.1796072,5.774
1759998190.1796072,9.625
1759998190.1796072,9.597
1759998190.1796072,16.593
1759998190.229132,5.774
1759998190.229132,9.626
1759998190.229132,9.598
1759998190.229132,16.593
1759998190.2789643,5.774
1759998190.2789643,9.626
1759998190.2789643,9.597
1759998190.2789643,16.594
1759998191.279538,5.774
1759998191.279538,9.626
1759998191.279538,9.597
1759998191.279538,16.594
1759998191.3292048,5.775
1759998191.3292048,9.625
1759998191.3292048,9.596
1759998191.3292048,16.593
1759998191.3792925,5.774
1759998191.3792925,9.627
1759998191.3792925,9.599
1759998191.3792925,16.593
1759998191.4285553,5.774
1759998191.4285553,9.628
1759998191.4285553,9.601
1759998191.4285553,16.592
1759998191.478546,5.774
1759998191.478546,9.628
1759998191.478546,9.599
1759998191.478546,16.594
1759998191.5288932,5.774
1759998191.5288932,9.628
1759998191.5288932,9.6
1759998191.5288932,16.595
1759998191.5789728,5.775
1759998191.5789728,9.628
1759998191.5789728,9.6
1759998191.5789728,16.593
1759998191.6289182,5.775
1759998191.6289182,9.627
1759998191.6289182,9.598
1759998191.6289182,16.593
1759998191.6787672,5.775
1759998191.6787672,9.626
1759998191.6787672,9.598
1759998191.6787672,16.593
1759998191.72841,5.776
1759998191.72841,9.629
1759998191.72841,9.6
1759998191.72841,16.594
1759998191.7783208,5.775
1759998191.7783208,9.626
1759998191.7783208,9.597
1759998191.7783208,16.595
1759998191.8292994,5.775
1759998191.8292994,9.629
1759998191.8292994,9.601
1759998191.8292994,16.594
1759998191.8796184,5.775
1759998191.8796184,9.627
1759998191.8796184,9.599
1759998191.8796184,16.595
1759998191.92936,5.774
1759998191.92936,9.627
1759998191.92936,9.598
1759998191.92936,16.597
1759998191.9794528,5.775
1759998191.9794528,9.628
1759998191.9794528,9.599
1759998191.9794528,16.593
1759998192.0291698,5.776
1759998192.0291698,9.626
1759998192.0291698,9.598
1759998192.0291698,16.594
1759998192.0793302,5.775
1759998192.0793302,9.627
1759998192.0793302,9.599
1759998192.0793302,16.595
1759998192.1304784,5.775
1759998192.1304784,9.627
1759998192.1304784,9.598
1759998192.1304784,16.594
1759998192.180035,5.775
1759998192.180035,9.628
1759998192.180035,9.599
1759998192.180035,16.593
1759998192.2301776,5.775
1759998192.2301776,9.627
1759998192.2301776,9.599
1759998192.2301776,16.594
1759998192.2805004,5.774
1759998192.2805004,9.627
1759998192.2805004,9.599
1759998192.2805004,16.595
1759998192.3302116,5.775
1759998192.3302116,9.626
1759998192.3302116,9.598
1759998192.3302116,16.594
1759998192.3792043,5.775
1759998192.3792043,9.626
1759998192.3792043,9.597
1759998192.3792043,16.593
1759998192.4295685,5.775
1759998192.4295685,9.626
1759998192.4295685,9.597
1759998192.4295685,16.594
1759998192.479185,5.775
1759998192.479185,9.625
1759998192.479185,9.597
1759998192.479185,16.594
1759998192.5291421,5.775
1759998192.5291421,9.627
1759998192.5291421,9.598
1759998192.5291421,16.595
1759998192.5791097,5.775
1759998192.5791097,9.626
1759998192.5791097,9.598
1759998192.5791097,16.593
1759998192.6290464,5.775
1759998192.6290464,9.627
1759998192.6290464,9.598
1759998192.6290464,16.593
1759998192.6788886,5.775
1759998192.6788886,9.626
1759998192.6788886,9.597
1759998192.6788886,16.595
1759998192.7290046,5.775
1759998192.7290046,9.626
1759998192.7290046,9.597
1759998192.7290046,16.594
1759998192.7794485,5.775
1759998192.7794485,9.625
1759998192.7794485,9.596
1759998192.7794485,16.595
1759998192.8295047,5.775
1759998192.8295047,9.626
1759998192.8295047,9.598
1759998192.8295047,16.594
1759998192.8792663,5.775
1759998192.8792663,9.626
1759998192.8792663,9.597
1759998192.8792663,16.595
1759998192.928988,5.775
1759998192.928988,9.626
1759998192.928988,9.598
1759998192.928988,16.594
1759998192.9785638,5.775
1759998192.9785638,9.624
1759998192.9785638,9.596
1759998192.9785638,16.594
1759998193.0287588,5.776
1759998193.0287588,9.625
1759998193.0287588,9.597
1759998193.0287588,16.596
1759998193.0790827,5.775
1759998193.0790827,9.627
1759998193.0790827,9.598
1759998193.0790827,16.594
1759998193.12918,5.775
1759998193.12918,9.627
1759998193.12918,9.598
1759998193.12918,16.593
1759998193.1790316,5.776
1759998193.1790316,9.626
1759998193.1790316,9.597
1759998193.1790316,16.594
1759998193.2287197,5.776
1759998193.2287197,9.626
1759998193.2287197,9.598
1759998193.2287197,16.594
1759998193.2788782,5.775
1759998193.2788782,9.627
1759998193.2788782,9.598
1759998193.2788782,16.593
1759998193.3294742,5.775
1759998193.3294742,9.627
1759998193.3294742,9.598
1759998193.3294742,16.593
1759998193.383774,5.775
1759998193.383774,9.626
1759998193.383774,9.598
1759998193.383774,16.593
1759998193.4289017,5.775
1759998193.4289017,9.626
1759998193.4289017,9.598
1759998193.4289017,16.593
1759998193.4788854,5.774
1759998193.4788854,9.628
1759998193.4788854,9.599
1759998193.4788854,16.593
1759998193.529215,5.775
1759998193.529215,9.629
1759998193.529215,9.599
1759998193.529215,16.595
1759998193.5792496,5.775
1759998193.5792496,9.63
1759998193.5792496,9.601
1759998193.5792496,16.595
1759998193.6285203,5.775
1759998193.6285203,9.629
1759998193.6285203,9.599
1759998193.6285203,16.594
1759998193.678942,5.775
1759998193.678942,9.629
1759998193.678942,9.6
1759998193.678942,16.594
1759998193.7282991,5.775
1759998193.7282991,9.628
1759998193.7282991,9.599
1759998193.7282991,16.595
1759998193.7790585,5.775
1759998193.7790585,9.628
1759998193.7790585,9.6
1759998193.7790585,16.593
1759998193.8290427,5.775
1759998193.8290427,9.628
1759998193.8290427,9.6
1759998193.8290427,16.591
1759998193.8794868,5.776
1759998193.8794868,9.627
1759998193.8794868,9.599
1759998193.8794868,16.594
1759998193.9298482,5.775
1759998193.9298482,9.629
1759998193.9298482,9.6
1759998193.9298482,16.594
1759998193.9795887,5.775
1759998193.9795887,9.626
1759998193.9795887,9.598
1759998193.9795887,16.596
1759998194.0293293,5.775
1759998194.0293293,9.628
1759998194.0293293,9.599
1759998194.0293293,16.594
1759998194.0793228,5.775
1759998194.0793228,9.626
1759998194.0793228,9.597
1759998194.0793228,16.595
1759998194.129692,5.775
1759998194.129692,9.629
1759998194.129692,9.6
1759998194.129692,16.596
1759998194.1793618,5.775
1759998194.1793618,9.631
1759998194.1793618,9.602
1759998194.1793618,16.594
1759998194.2290752,5.775
1759998194.2290752,9.628
1759998194.2290752,9.599
1759998194.2290752,16.593
1759998194.2793257,5.774
1759998194.2793257,9.629
1759998194.2793257,9.6
1759998194.2793257,16.595
1759998194.3288476,5.775
1759998194.3288476,9.628
1759998194.3288476,9.599
1759998194.3288476,16.593
1759998194.3785357,5.775
1759998194.3785357,9.627
1759998194.3785357,9.599
1759998194.3785357,16.593
1759998194.4292228,5.775
1759998194.4292228,9.626
1759998194.4292228,9.598
1759998194.4292228,16.594
1759998194.4794576,5.775
1759998194.4794576,9.627
1759998194.4794576,9.599
1759998194.4794576,16.593
1759998194.529035,5.775
1759998194.529035,9.629
1759998194.529035,9.601
1759998194.529035,16.593
1759998194.5786254,5.775
1759998194.5786254,9.628
1759998194.5786254,9.6
1759998194.5786254,16.595
1759998194.6285043,5.775
1759998194.6285043,9.629
1759998194.6285043,9.6
1759998194.6285043,16.594
1759998194.6785553,5.775
1759998194.6785553,9.629
1759998194.6785553,9.599
1759998194.6785553,16.594
1759998194.7288606,5.774
1759998194.7288606,9.626
1759998194.7288606,9.597
1759998194.7288606,16.594
1759998194.7788427,5.774
1759998194.7788427,9.628
1759998194.7788427,9.601
1759998194.7788427,16.594
1759998194.8303225,5.775
1759998194.8303225,9.631
1759998194.8303225,9.603
1759998194.8303225,16.595
1759998194.879792,5.774
1759998194.879792,9.629
1759998194.879792,9.602
1759998194.879792,16.594
1759998194.9289634,5.774
1759998194.9289634,9.625
1759998194.9289634,16.594
1759998194.979188,5.775
1759998194.979188,9.63
1759998194.979188,9.603
