timestamp,snr
1759998187.5794067,44.4
1759998187.5794067,35.7
1759998187.5794067,35.7
1759998187.5794067,28.0
1759998187.6293807,44.4
1759998187.6293807,35.6
1759998187.6293807,35.6
1759998187.6293807,28.1
1759998187.6794305,44.3
1759998187.6794305,35.6
1759998187.6794305,35.6
1759998187.6794305,27.8
1759998187.7292407,44.4
1759998187.7292407,35.7
1759998187.7292407,35.7
1759998187.7292407,27.9
1759998187.779467,44.4
1759998187.779467,35.7
1759998187.779467,35.7
1759998187.779467,28.0
1759998187.8301802,44.5
1759998187.8301802,35.8
1759998187.8301802,35.8
1759998187.8301802,27.9
1759998187.8800147,44.5
1759998187.8800147,35.8
1759998187.8800147,35.8
1759998187.8800147,27.9
1759998187.9298823,44.5
1759998187.9298823,35.7
1759998187.9298823,35.7
1759998187.9298823,28.0
1759998187.9795437,44.4
1759998187.9795437,35.6
1759998187.9795437,35.6
1759998187.9795437,27.9
1759998188.0290937,44.4
1759998188.0290937,35.7
1759998188.0290937,35.7
1759998188.0290937,27.9
1759998188.0784385,44.5
1759998188.0784385,35.9
1759998188.0784385,35.9
1759998188.0784385,28.0
1759998188.1287723,44.4
1759998188.1287723,35.9
1759998188.1287723,35.9
1759998188.1287723,28.1
1759998188.178867,44.5
1759998188.178867,35.8
1759998188.178867,35.8
1759998188.178867,28.0
1759998188.2287323,44.4
1759998188.2287323,36.0
1759998188.2287323,36.0
1759998188.2287323,28.0
1759998188.2794354,44.4
1759998188.2794354,35.8
1759998188.2794354,35.8
1759998188.2794354,27.8
1759998188.3298771,44.5
1759998188.3298771,35.9
1759998188.3298771,35.9
1759998188.3298771,27.9
1759998188.3793464,44.4
1759998188.3793464,35.7
1759998188.3793464,35.7
1759998188.3793464,28.2
1759998188.4289827,44.4
1759998188.4289827,35.8
1759998188.4289827,35.8
1759998188.4289827,28.0
1759998188.4789717,44.4
1759998188.4789717,35.8
1759998188.4789717,35.8
1759998188.4789717,27.9
1759998188.5287766,44.4
1759998188.5287766,35.8
1759998188.5287766,35.8
1759998188.5287766,27.8
1759998188.5789068,44.4
1759998188.5789068,35.8
1759998188.5789068,35.8
1759998188.5789068,27.9
1759998188.6287153,44.4
1759998188.6287153,35.9
1759998188.6287153,35.9
1759998188.6287153,28.0
1759998188.6787472,44.4
1759998188.6787472,35.6
1759998188.6787472,35.6
1759998188.6787472,27.7
1759998188.7288647,44.6
1759998188.7288647,35.9
1759998188.7288647,35.9
1759998188.7288647,28.1
1759998188.7789307,44.4
1759998188.7789307,35.7
1759998188.7789307,35.7
1759998188.7789307,28.1
1759998188.8288815,44.3
1759998188.8288815,35.7
1759998188.8288815,35.7
1759998188.8288815,27.8
1759998188.878436,44.6
1759998188.878436,35.8
1759998188.878436,35.8
1759998188.878436,27.8
1759998188.9283435,44.5
1759998188.9283435,35.8
1759998188.9283435,35.8
1759998188.9283435,28.2
1759998188.978492,44.4
1759998188.978492,35.6
1759998188.978492,35.6
1759998188.978492,27.8
1759998189.0290456,44.5
1759998189.0290456,35.8
1759998189.0290456,35.8
1759998189.0290456,28.0
1759998189.079094,44.4
1759998189.079094,35.7
1759998189.079094,35.7
1759998189.079094,28.0
1759998189.1293476,44.5
1759998189.1293476,35.8
1759998189.1293476,35.8
1759998189.1293476,28.2
1759998189.180336,44.5
1759998189.180336,35.8
1759998189.180336,35.8
1759998189.180336,27.9
1759998189.229234,44.5
1759998189.229234,36.0
1759998189.229234,36.0
1759998189.229234,28.2
1759998189.2789538,44.3
1759998189.2789538,35.6
1759998189.2789538,35.6
1759998189.2789538,28.0
1759998189.3290427,44.5
1759998189.3290427,35.8
1759998189.3290427,35.8
1759998189.3290427,27.8
1759998189.3790162,44.4
1759998189.3790162,35.7
1759998189.3790162,35.7
1759998189.3790162,27.9
1759998189.4295185,44.5
1759998189.4295185,35.7
1759998189.4295185,35.7
1759998189.4295185,27.9
1759998189.4795613,44.6
1759998189.4795613,35.8
1759998189.4795613,35.8
1759998189.4795613,27.9
1759998189.5291734,44.5
1759998189.5291734,35.7
1759998189.5291734,35.7
1759998189.5291734,28.0
1759998189.5788147,44.6
1759998189.5788147,35.8
1759998189.5788147,35.8
1759998189.5788147,28.4
1759998189.6285086,44.6
1759998189.6285086,35.8
