timestamp,y
1759998186.9790294,0.242
1759998187.0287237,0.368
1759998187.0287237,0.095
1759998187.0287237,-0.824
1759998187.0287237,0.243
1759998187.0785418,0.368
1759998187.0785418,0.094
1759998187.0785418,-0.822
1759998187.0785418,0.239
1759998187.1290362,0.369
1759998187.1290362,0.094
1759998187.1290362,-0.823
1759998187.1290362,0.24
1759998187.1799052,0.369
1759998187.1799052,0.095
1759998187.1799052,-0.822
1759998187.1799052,0.241
1759998187.2298062,0.369
1759998187.2298062,0.094
1759998187.2298062,-0.822
1759998187.2298062,0.245
1759998187.279257,0.368
1759998187.279257,0.094
1759998187.279257,-0.824
1759998187.279257,0.239
1759998187.3289316,0.369
1759998187.3289316,0.095
1759998187.3289316,-0.822
1759998187.3289316,0.246
1759998187.378724,0.369
1759998187.378724,0.095
1759998187.378724,-0.824
1759998187.378724,0.244
1759998187.4290283,0.369
1759998187.4290283,0.094
1759998187.4290283,-0.822
1759998187.4290283,0.241
1759998187.4790254,0.369
1759998187.4790254,0.096
1759998187.4790254,-0.822
1759998187.4790254,0.24
1759998187.5289621,0.369
1759998187.5289621,0.094
1759998187.5289621,-0.822
1759998187.5289621,0.239
1759998187.5794067,0.368
1759998187.5794067,0.094
1759998187.5794067,-0.823
1759998187.5794067,0.24
1759998187.6293807,0.368
1759998187.6293807,0.094
1759998187.6293807,-0.823
1759998187.6293807,0.242
1759998187.6794305,0.369
1759998187.6794305,0.095
1759998187.6794305,-0.821
1759998187.6794305,0.241
1759998187.7292407,0.368
1759998187.7292407,0.094
1759998187.7292407,-0.823
1759998187.7292407,0.244
1759998187.779467,0.369
1759998187.779467,0.094
1759998187.779467,-0.823
1759998187.779467,0.244
1759998187.8301802,0.369
1759998187.8301802,0.095
1759998187.8301802,-0.823
1759998187.8301802,0.243
1759998187.8800147,0.369
1759998187.8800147,0.095
1759998187.8800147,-0.821
1759998187.8800147,0.244
1759998187.9298823,0.369
1759998187.9298823,0.094
1759998187.9298823,-0.822
1759998187.9298823,0.245
1759998187.9795437,0.369
1759998187.9795437,0.094
1759998187.9795437,-0.822
1759998187.9795437,0.244
1759998188.0290937,0.369
1759998188.0290937,0.095
1759998188.0290937,-0.822
1759998188.0290937,0.244
1759998188.0784385,0.369
1759998188.0784385,0.095
1759998188.0784385,-0.823
1759998188.0784385,0.242
1759998188.1287723,0.369
1759998188.1287723,0.095
1759998188.1287723,-0.823
1759998188.1287723,0.242
1759998188.178867,0.369
1759998188.178867,0.095
1759998188.178867,-0.823
1759998188.178867,0.244
1759998188.2287323,0.369
1759998188.2287323,0.095
1759998188.2287323,-0.822
1759998188.2287323,0.244
1759998188.2794354,0.369
1759998188.2794354,0.095
1759998188.2794354,-0.822
1759998188.2794354,0.241
1759998188.3298771,0.369
1759998188.3298771,0.095
1759998188.3298771,-0.822
1759998188.3298771,0.246
1759998188.3793464,0.369
1759998188.3793464,0.096
1759998188.3793464,-0.821
1759998188.3793464,0.24
1759998188.4289827,0.369
1759998188.4289827,0.096
1759998188.4289827,-0.822
1759998188.4289827,0.242
1759998188.4789717,0.369
1759998188.4789717,0.095
1759998188.4789717,-0.823
1759998188.4789717,0.241
1759998188.5287766,0.369
1759998188.5287766,0.095
1759998188.5287766,-0.823
1759998188.5287766,0.243
1759998188.5789068,0.369
1759998188.5789068,0.094
1759998188.5789068,-0.821
1759998188.5789068,0.242
1759998188.6287153,0.369
1759998188.6287153,0.095
1759998188.6287153,-0.822
1759998188.6287153,0.243
1759998188.6787472,0.369
1759998188.6787472,0.094
1759998188.6787472,-0.822
1759998188.6787472,0.24
1759998188.7288647,0.369
1759998188.7288647,0.094
1759998188.7288647,-0.822
1759998188.7288647,0.24
1759998188.7789307,0.369
1759998188.7789307,0.095
1759998188.7789307,-0.822
1759998188.7789307,0.244
1759998188.8288815,0.369
1759998188.8288815,0.095
1759998188.8288815,-0.821
1759998188.8288815,0.242
1759998188.878436,0.369
1759998188.878436,0.094
1759998188.878436,-0.823
1759998188.878436,0.244
1759998188.9283435,0.369
1759998188.9283435,0.094
1759998188.9283435,-0.823
1759998188.9283435,0.244
1759998188.978492,0.369
1759998188.978492,0.095
1759998188.978492,-0.822
1759998188.978492,0.239
1759998189.0290456,0.369
1759998189.0290456,0.094
1759998189.0290456,-0.822
1759998189.0290456,0.241
1759998189.079094,0.369
1759998189.079094,0.095
1759998189.079094,-0.824
1759998189.079094,0.243
1759998189.1293476,0.369
1759998189.1293476,0.095
1759998189.1293476,-0.822
1759998189.1293476,0.242
1759998189.180336,0.369
1759998189.180336,0.095
1759998189.180336,-0.822
1759998189.180336,0.243
1759998189.229234,0.369
1759998189.229234,0.096
1759998189.229234,-0.822
1759998189.229234,0.241
1759998189.2789538,0.369
1759998189.2789538,0.094
1759998189.2789538,-0.823
1759998189.2789538,0.243
1759998189.3290427,0.369
1759998189.3290427,0.095
1759998189.3290427,-0.823
1759998189.3290427,0.243
1759998189.3790162,0.369
1759998189.3790162,0.095
1759998189.3790162,-0.822
1759998189.3790162,0.241
1759998189.4295185,0.369
1759998189.4295185,0.095
1759998189.4295185,-0.822
1759998189.4295185,0.244
1759998189.4795613,0.369
1759998189.4795613,0.095
1759998189.4795613,-0.822
1759998189.4795613,0.241
1759998189.5291734,0.369
1759998189.5291734,0.094
1759998189.5291734,-0.823
1759998189.5291734,0.242
1759998189.5788147,0.369
1759998189.5788147,0.094
1759998189.5788147,-0.823
1759998189.5788147,0.242
1759998189.6285086,0.369
1759998189.6285086,0.094
1759998189.6285086,-0.823
1759998189.6285086,0.244
1759998189.6788228,0.369
1759998189.6788228,0.095
1759998189.6788228,-0.824
1759998189.6788228,0.242
1759998189.7290313,0.369
1759998189.7290313,0.095
1759998189.7290313,-0.824
1759998189.7290313,0.244
1759998189.7788236,0.369
1759998189.7788236,0.095
1759998189.7788236,-0.824
1759998189.7788236,0.242
1759998189.8289862,0.369
1759998189.8289862,0.095
1759998189.8289862,-0.822
1759998189.8289862,0.243
1759998189.879564,0.369
1759998189.879564,0.095
1759998189.879564,-0.824
1759998189.879564,0.24
1759998189.9302378,0.369
1759998189.9302378,0.095
1759998189.9302378,-0.823
1759998189.9302378,0.239
1759998189.979908,0.369
1759998189.979908,0.094
1759998189.979908,-0.823
1759998189.979908,0.241
1759998190.0291128,0.369
1759998190.0291128,0.094
1759998190.0291128,-0.823
1759998190.0291128,0.245
1759998190.0788412,0.369
1759998190.0788412,0.094
1759998190.0788412,-0.822
1759998190.0788412,0.243
1759998190.129475,0.369
1759998190.129475,0.093
1759998190.129475,-0.822
1759998190.129475,0.243
1759998190.1796072,0.369
1759998190.1796072,0.094
1759998190.1796072,-0.823
1759998190.1796072,0.247
1759998190.229132,0.369
1759998190.229132,0.094
1759998190.229132,-0.823
1759998190.229132,0.242
1759998190.2789643,0.369
1759998190.2789643,0.093
1759998190.2789643,-0.823
1759998190.2789643,0.242
1759998191.279538,0.369
1759998191.279538,0.095
1759998191.279538,-0.823
1759998191.279538,0.24
1759998191.3292048,0.369
1759998191.3292048,0.095
1759998191.3292048,-0.822
1759998191.3292048,0.244
1759998191.3792925,0.369
1759998191.3792925,0.094
1759998191.3792925,-0.823
1759998191.3792925,0.248
1759998191.4285553,0.369
1759998191.4285553,0.094
1759998191.4285553,-0.822
1759998191.4285553,0.241
1759998191.478546,0.369
1759998191.478546,0.094
1759998191.478546,-0.823
1759998191.478546,0.241
1759998191.5288932,0.369
1759998191.5288932,0.095
1759998191.5288932,-0.823
1759998191.5288932,0.239
1759998191.5789728,0.369
1759998191.5789728,0.096
1759998191.5789728,-0.823
1759998191.5789728,0.241
1759998191.6289182,0.369
1759998191.6289182,0.095
1759998191.6289182,-0.824
1759998191.6289182,0.239
1759998191.6787672,0.369
1759998191.6787672,0.095
1759998191.6787672,-0.822
1759998191.6787672,0.243
1759998191.72841,0.369
1759998191.72841,0.094
1759998191.72841,-0.823
1759998191.72841,0.246
1759998191.7783208,0.369
1759998191.7783208,0.095
1759998191.7783208,-0.821
1759998191.7783208,0.241
1759998191.8292994,0.369
1759998191.8292994,0.095
1759998191.8292994,-0.823
1759998191.8292994,0.242
1759998191.8796184,0.369
1759998191.8796184,0.096
1759998191.8796184,-0.823
1759998191.8796184,0.238
1759998191.92936,0.369
1759998191.92936,0.094
1759998191.92936,-0.823
1759998191.92936,0.242
1759998191.9794528,0.369
1759998191.9794528,0.095
1759998191.9794528,-0.823
1759998191.9794528,0.24
1759998192.0291698,0.369
1759998192.0291698,0.094
1759998192.0291698,-0.822
1759998192.0291698,0.242
1759998192.0793302,0.369
1759998192.0793302,0.094
1759998192.0793302,-0.823
1759998192.0793302,0.244
1759998192.1304784,0.369
1759998192.1304784,0.095
1759998192.1304784,-0.822
1759998192.1304784,0.245
1759998192.180035,0.369
1759998192.180035,0.095
1759998192.180035,-0.822
1759998192.180035,0.243
1759998192.2301776,0.369
1759998192.2301776,0.095
1759998192.2301776,-0.821
1759998192.2301776,0.242
1759998192.2805004,0.369
1759998192.2805004,0.095
1759998192.2805004,-0.823
1759998192.2805004,0.246
1759998192.3302116,0.369
1759998192.3302116,0.094
1759998192.3302116,-0.823
1759998192.3302116,0.248
1759998192.3792043,0.369
1759998192.3792043,0.095
1759998192.3792043,-0.824
1759998192.3792043,0.245
1759998192.4295685,0.369
1759998192.4295685,0.094
1759998192.4295685,-0.823
1759998192.4295685,0.24
1759998192.479185,0.369
1759998192.479185,0.095
1759998192.479185,-0.823
1759998192.479185,0.242
1759998192.5291421,0.369
1759998192.5291421,0.095
1759998192.5291421,-0.822
1759998192.5291421,0.239
1759998192.5791097,0.369
1759998192.5791097,0.095
1759998192.5791097,-0.823
1759998192.5791097,0.238
1759998192.6290464,0.369
1759998192.6290464,0.095
1759998192.6290464,-0.822
1759998192.6290464,0.243
1759998192.6788886,0.369
1759998192.6788886,0.095
1759998192.6788886,-0.824
1759998192.6788886,0.241
1759998192.7290046,0.369
1759998192.7290046,0.094
1759998192.7290046,-0.823
1759998192.7290046,0.244
1759998192.7794485,0.369
1759998192.7794485,0.095
1759998192.7794485,-0.823
1759998192.7794485,0.246
1759998192.8295047,0.369
1759998192.8295047,0.095
1759998192.8295047,-0.823
1759998192.8295047,0.241
1759998192.8792663,0.369
1759998192.8792663,0.096
1759998192.8792663,-0.823
1759998192.8792663,0.245
1759998192.928988,0.369
1759998192.928988,0.095
1759998192.928988,-0.822
1759998192.928988,0.244
1759998192.9785638,0.369
1759998192.9785638,0.095
1759998192.9785638,-0.822
1759998192.9785638,0.242
1759998193.0287588,0.369
1759998193.0287588,0.095
1759998193.0287588,-0.823
1759998193.0287588,0.242
1759998193.0790827,0.369
1759998193.0790827,0.096
1759998193.0790827,-0.823
1759998193.0790827,0.242
1759998193.12918,0.369
1759998193.12918,0.094
1759998193.12918,-0.822
1759998193.12918,0.243
1759998193.1790316,0.369
1759998193.1790316,0.095
1759998193.1790316,-0.822
1759998193.1790316,0.246
1759998193.2287197,0.369
1759998193.2287197,0.095
1759998193.2287197,-0.822
1759998193.2287197,0.243
1759998193.2788782,0.369
1759998193.2788782,0.096
1759998193.2788782,-0.823
1759998193.2788782,0.241
1759998193.3294742,0.369
1759998193.3294742,0.095
1759998193.3294742,-0.822
1759998193.3294742,0.242
1759998193.383774,0.369
1759998193.383774,0.096
1759998193.383774,-0.823
1759998193.383774,0.244
1759998193.4289017,0.369
1759998193.4289017,0.094
1759998193.4289017,-0.823
1759998193.4289017,0.243
1759998193.4788854,0.369
1759998193.4788854,0.095
1759998193.4788854,-0.821
1759998193.4788854,0.244
1759998193.529215,0.369
1759998193.529215,0.096
1759998193.529215,-0.822
1759998193.529215,0.247
1759998193.5792496,0.369
1759998193.5792496,0.096
1759998193.5792496,-0.822
1759998193.5792496,0.245
1759998193.6285203,0.369
1759998193.6285203,0.097
1759998193.6285203,-0.824
1759998193.6285203,0.241
1759998193.678942,0.369
1759998193.678942,0.095
1759998193.678942,-0.823
1759998193.678942,0.249
1759998193.7282991,0.369
1759998193.7282991,0.095
1759998193.7282991,-0.822
1759998193.7282991,0.245
1759998193.7790585,0.369
1759998193.7790585,0.096
