timestamp,x
1759998198.4281633,5.771
1759998198.5275035,1.028
1759998198.5275035,0.967
1759998198.627553,1.136
1759998198.7774498,1.206
1759998198.7774498,1.234
1759998198.7774498,1.241
1759998198.8764615,1.486
1759998198.9762537,1.477
1759998199.0766544,1.626
1759998199.0766544,1.562
1759998199.1268532,1.699
1759998199.2762127,1.742
1759998199.2762127,1.741
1759998199.426487,1.945
1759998199.5273192,1.961
1759998199.6771154,2.171
1759998199.7271626,5.783
1759998199.7271626,2.159
1759998199.7271626,2.149
1759998199.776704,5.786
1759998200.2267082,2.798
1759998200.9273355,5.766
1759998200.977459,5.757
1759998201.0270035,5.766
1759998201.0772142,22.622
1759998201.177813,5.773
1759998201.177813,22.077
1759998201.177813,3.907
1759998201.2772353,9.612
1759998201.2772353,9.588
1759998201.3774235,20.976
1759998201.4273722,5.748
1759998201.4776242,5.76
1759998201.5273607,4.333
1759998201.6275065,5.782
1759998201.8276327,20.939
1759998201.8276327,21.971
1759998202.5277555,16.596
1759998202.578016,16.591
1759998202.6795945,16.595
1759998202.6795945,21.869
1759998202.728733,16.598
1759998202.728733,21.888
1759998202.8282309,22.569
1759998202.978051,16.592
1759998203.0779364,16.599
1759998203.3780005,6.53
1759998203.6787117,6.911
1759998203.8284204,7.067
1759998204.1788492,25.069
1759998204.2783155,7.605
1759998204.5780315,7.995
1759998204.728383,8.156
1759998205.0280304,8.546
1759998205.3284822,8.902
1759998205.5783045,9.214
1759998205.8282485,9.544
1759998205.8783207,13.833
1759998205.9286337,9.904
1759998206.2783165,10.104
1759998207.0785143,22.097
1759998207.1286247,11.158
1759998207.3277555,11.433
1759998207.778297,22.094
1759998208.2782571,22.078
1759998208.2782571,12.531
1759998209.1284251,13.601
1759998209.278113,13.769
1759998210.0285385,14.816
1759998211.8279734,16.75
1759998212.1275187,17.177
1759998214.2285545,19.61
1759998214.2285545,19.627
1759998217.8284328,22.379
1759998219.428142,21.004
1759998219.428142,21.056
1759998219.9783607,20.339
1759998220.7280223,19.394
1759998221.128205,18.997
1759998221.4281332,18.641
1759998221.4281332,18.682
1759998222.2284117,17.648
1759998224.8783522,25.135
1759998224.9779558,14.162
1759998225.0275857,14.049
1759998225.4284375,13.573
1759998229.328751,13.826
1759998229.328751,8.644
1759998229.4784439,13.803
1759998229.7787309,21.879
1759998230.0283597,7.788
1759998230.3283064,16.589
1759998230.3780975,16.595
1759998230.4280155,13.826
1759998230.4280155,16.591
1759998230.4280155,7.222
1759998230.4789608,13.74
1759998230.5288088,13.809
1759998230.9783778,6.592
1759998231.1297271,13.812
1759998231.2287345,16.594
1759998231.6786404,16.602
1759998231.728301,16.603
1759998231.7783518,16.61
1759998231.8280818,16.608
1759998231.8777063,16.607
1759998232.4787931,16.602
1759998232.5281675,16.594
1759998232.9785454,16.592
1759998232.9785454,21.908
1759998233.1789858,23.666
1759998233.2795663,5.759
1759998233.3787768,5.755
1759998233.3787768,23.724
1759998233.428322,21.017
1759998233.4779646,5.758
1759998233.5279071,21.052
1759998233.5779593,5.769
1759998233.5779593,21.993
1759998233.828902,20.984
1759998233.8783062,20.985
1759998234.027781,5.758
1759998234.1279323,5.736
1759998234.8276157,21.997
1759998234.9273431,22.763
1759998234.9777231,22.439
1759998235.080109,20.963
1759998235.1297767,1.823
1759998235.1796224,1.768
1759998235.1796224,1.798
1759998235.2790754,9.556
1759998235.2790754,9.549
1759998235.3784807,9.589
1759998235.3784807,1.606
1759998235.4284995,1.54
