elapsed_seconds,cpuTemp,cpuTime
0.000095,39.7,31543276.0
1.011697,40.1,32543384.0
2.027393,39.7,33593372.0
3.037589,39.5,34592836.0
4.045672,40.0,35592956.0
5.056029,39.7,36592912.0
6.066060,39.9,37643672.0
7.080109,40.0,38640636.0
8.087972,39.8,39641492.0
9.095018,40.0,40641600.0
10.101765,40.0,41643488.0
11.112057,39.9,42692144.0
12.126057,40.0,43692944.0
13.136244,40.0,44691528.0
14.145050,39.9,45692928.0
15.153454,39.9,46692952.0
16.163579,39.9,47743476.0
17.178090,39.8,48743072.0
18.188025,40.0,49743572.0
19.195163,40.0,50742952.0
20.204850,39.8,51743048.0
21.215097,40.0,52793604.0
22.230689,40.2,53792712.0
23.239776,39.9,54793300.0
24.247260,40.0,55791472.0
25.258048,40.1,56790624.0
26.268671,39.8,57842456.0
27.282536,40.1,58843436.0
28.291104,39.9,59843048.0
29.299057,40.2,60843356.0
30.310202,40.3,61843216.0
31.320943,40.1,62893056.0
32.334826,40.3,63892944.0
33.342711,40.1,64893572.0
34.350185,40.2,65892684.0
35.361097,40.3,66893200.0
36.371618,40.1,67944056.0
37.384010,40.6,68943072.0
38.391042,40.2,69943424.0
39.398253,40.5,70942424.0
40.409036,40.3,71942032.0
41.418033,40.5,72992816.0
42.432750,40.1,73993176.0
43.441636,40.3,74992496.0
44.451270,40.3,75992576.0
45.462537,40.4,76992144.0
46.478309,40.6,78040536.0
47.488280,40.2,79042800.0
48.495059,40.3,80042800.0
49.502574,40.7,81042704.0
50.513101,40.4,82043024.0
51.528153,40.5,83091880.0
52.538867,40.4,84092424.0
53.546912,40.5,85091824.0
54.557559,40.3,86093216.0
55.568462,40.4,87142736.0
56.583761,40.4,88142144.0
57.591035,40.6,89143488.0
58.598841,40.2,90142688.0
59.610575,40.3,91143624.0
60.620205,40.8,92191752.0
61.634354,40.4,93192368.0
62.642440,40.7,94191744.0
63.650059,40.5,95192552.0
64.661165,40.6,96193096.0
65.671432,40.5,97241840.0
66.685321,40.5,98242832.0
67.692020,40.8,99242080.0
68.699338,40.9,100243200.0
69.708728,40.9,101242864.0
70.718047,40.7,102291936.0
71.732929,40.6,103292560.0
72.741711,40.7,104291920.0
73.750035,40.3,105292112.0
74.761031,40.9,106291592.0
75.770244,40.9,107342872.0
76.784709,40.5,108343064.0
77.793034,40.7,109342128.0
78.800146,40.8,110342488.0
79.811049,40.7,111342672.0
80.820013,40.9,112391640.0
81.835229,40.9,113392728.0
82.842016,40.5,114392472.0
83.849021,41.0,115392552.0
84.859513,40.9,117442152.0
86.890031,41.1,118443768.0
87.898042,40.8,119444008.0
88.908023,40.6,120442168.0
89.917032,41.2,121493400.0
90.931015,40.9,122493200.0
91.940019,40.7,123492384.0
92.947038,40.9,124492496.0
93.955464,40.7,125492568.0
94.965285,41.1,126542192.0
95.980154,40.8,127543432.0
96.990082,40.5,128541888.0
97.997927,40.9,129542032.0
99.009032,40.8,130542344.0
100.018544,40.9,131592376.0
101.033967,41.1,132592416.0
102.042403,41.1,133591920.0
103.050213,41.2,134592192.0
104.061636,41.1,135591840.0
105.071664,41.2,136641712.0
106.085220,41.2,137641920.0
107.093183,41.2,138642432.0
108.100901,40.9,139642288.0
109.111077,41.0,140642992.0
110.121148,41.2,141692416.0
111.135549,41.1,142691888.0
112.144186,41.1,143692624.0
113.151601,41.2,144691872.0
114.163330,41.2,145692384.0
115.177079,41.3,146742704.0
116.187375,41.0,147742416.0
117.195385,41.2,148742080.0
118.202165,41.2,149742192.0
119.215153,41.3,150791808.0
120.231327,41.1,151792256.0
121.243067,41.2,152792704.0
122.250256,40.9,153792400.0
123.261391,41.4,154791696.0
124.271793,41.3,155842576.0
125.286119,41.3,156841968.0
126.294023,41.5,157841728.0
127.301782,41.4,158841968.0
128.312047,41.4,159841120.0
129.322824,41.4,160892512.0
130.337873,41.2,161890608.0
131.345058,41.5,162891472.0
132.352667,41.2,163892320.0
133.364726,41.4,164941104.0
134.379401,41.3,165941664.0
135.389681,41.4,166940816.0
136.397477,41.3,167940544.0
137.405125,41.6,168940960.0
138.415838,41.6,169990832.0
139.430886,41.3,170990112.0
140.440701,41.5,171990528.0
141.448122,41.3,172991648.0
142.458040,41.4,173990144.0
143.467275,41.3,175040016.0
144.481085,41.3,176039904.0
145.490748,41.4,177039952.0
146.498061,41.5,178040416.0
147.505539,41.6,179040496.0
148.515774,41.3,180089728.0
149.531541,41.3,181091168.0
150.541496,41.6,182091088.0
151.549708,41.7,183091584.0
152.560682,41.5,184091360.0
153.570898,41.5,185142608.0
154.586159,41.7,186141280.0
155.593942,41.7,187139712.0
156.602895,41.6,188141760.0
157.615845,41.6,189141648.0
158.627061,41.6,190191088.0
159.637140,41.7,191192112.0
160.645686,41.8,192191136.0
161.653298,41.8,193192192.0
162.664739,41.4,194240112.0
163.680309,41.5,195239888.0
164.690099,41.6,196240992.0
165.698162,41.4,197239936.0
166.705204,41.6,198239376.0
167.716555,41.8,199290080.0
168.732368,41.7,200290160.0
169.741202,41.6,201290192.0
170.748051,41.6,202290832.0
171.754227,41.8,203289952.0
172.764019,41.5,204289376.0
173.773262,41.6,205339696.0
174.785563,41.4,206340112.0
175.793465,41.7,207339888.0
176.801260,41.7,208340016.0
177.811363,41.6,209341424.0
178.820518,42.3,210389744.0
179.835319,41.8,211389680.0
180.843669,41.7,212389712.0
181.851351,41.5,213389568.0
182.861130,41.6,215391408.0
184.882601,42.0,216440160.0
185.892069,41.6,217440832.0
186.900092,42.0,218442336.0
187.909915,41.8,219441024.0
188.919826,42.0,220491936.0
189.934652,41.9,221491168.0
190.944450,41.7,222491472.0
191.952695,41.9,223491152.0
192.964110,41.9,224491504.0
193.975055,42.0,225539504.0
194.985151,41.9,226542528.0
195.993895,42.3,227540192.0
197.001840,41.9,228539664.0
198.013033,42.0,229539696.0
199.022688,41.8,230589696.0
200.036683,41.9,231592528.0
201.045021,42.2,232591712.0
202.052355,41.8,233589760.0
203.062349,41.7,234590976.0
204.072510,42.0,235641632.0
205.086615,42.1,236640176.0
206.094640,42.1,237640864.0
207.102637,41.9,238640768.0
208.113055,42.0,239640704.0
209.122819,41.9,240690720.0
210.138328,41.9,241691488.0
211.146410,42.1,242692368.0
212.154088,42.1,243690480.0
213.165022,42.1,244690432.0
214.173639,42.1,245741632.0
215.188747,42.2,246741424.0
216.196015,42.3,247740464.0
217.203012,42.1,248741200.0
218.213152,42.0,249741440.0
219.222966,42.3,250791008.0
220.237435,42.3,251790704.0
221.245654,42.4,252790624.0
222.252555,42.5,253791168.0
223.263446,42.1,254790608.0
224.272909,42.3,255841680.0
225.287779,42.4,256840208.0
226.295712,42.5,257841312.0
227.303459,42.4,258841440.0
228.313592,42.2,259841392.0
229.323201,42.7,260890720.0
230.337546,42.1,261891536.0
231.345019,42.2,262890416.0
232.352228,42.3,263890960.0
233.363239,42.5,264890720.0
234.372989,42.6,265991216.0
235.443072,42.2,266992320.0
236.450232,42.4,267990352.0
237.459562,42.8,268991040.0
238.469377,42.5,270741216.0
240.202053,42.3,271740960.0
241.212899,42.3,272740736.0
242.221016,42.5,273791040.0
243.235755,42.2,274790720.0
244.244035,42.5,275791136.0
245.251073,42.7,276791520.0
246.258573,42.2,278741408.0
248.202015,42.3,279740064.0
249.210029,42.5,280739584.0
250.219859,42.4,281790112.0
251.234040,42.9,282789600.0
252.244056,42.3,283790208.0
253.250031,42.7,284791072.0
254.256052,42.4,286740832.0
256.203014,42.7,287741056.0
257.212012,42.8,288740832.0
258.221029,42.5,289791872.0
259.235746,42.9,290790816.0
260.244761,42.8,291791648.0
261.251018,42.5,292790784.0
262.258053,42.5,294740672.0
264.201306,42.5,295741536.0
265.209026,42.5,296741312.0
266.219028,42.5,297740768.0
267.230040,42.7,298791008.0
268.240032,42.5,299790240.0
269.247015,42.8,300791040.0
270.254145,43.2,302740640.0
272.202028,42.8,303740512.0
273.211048,42.7,304740384.0
274.220643,42.8,305789824.0
275.234058,42.9,306790688.0
276.242774,42.8,307791840.0
277.249026,43.1,308791648.0
278.256062,42.8,310740640.0
280.202951,43.2,311740608.0
281.213048,42.8,312739744.0
282.222026,42.4,313790912.0
283.236628,42.8,314790976.0
284.245020,42.9,315790624.0
285.252022,42.9,316790816.0
286.258857,43.0,318740512.0
288.203036,42.8,319740640.0
289.210547,43.0,320739936.0
290.220032,42.7,321740096.0
291.235817,43.0,322790208.0
292.245041,43.3,323790624.0
293.252555,42.9,324789824.0
294.262052,42.7,326739840.0
296.202028,43.1,327740288.0
297.211045,42.9,328740032.0
298.221045,42.9,329790752.0
299.235033,43.0,330790624.0
300.245040,43.0,331788384.0
301.252292,43.1,332789728.0
